GEOID,kiddo_population,geometry
270017701001,29,"list(list(c(-93.448216, -93.446186, -93.446325, -93.442895, -93.442943, -93.438646, -93.434747, -93.437566, -93.435447, -93.435823, -93.438449, -93.439599, -93.437073, -93.434368, -93.433935, -93.435077, -93.436526, -93.437809, -93.440866, -93.443007, -93.444247, -93.444709, -93.444896, -93.444463, -93.444278, -93.443737, -93.443071, -93.440792, -93.440229, -93.441175, -93.441267, -93.442158, -93.443165, -93.444029, -93.444456, -93.445351, -93.445622, -93.445528, -93.444628, -93.444179, -93.443312, 
-93.441301, -93.441761, -93.439828, -93.437727, -93.436196, -93.433496, -93.433274, -93.434938, -93.436736, -93.438236, -93.436209, -93.438425, -93.439952, -93.440412, -93.437112, -93.436321, -93.432479, -93.430796, -93.430761, -93.432751, -93.432961, -93.430811, -93.427219, -93.429591, -93.429258, -93.431147, -93.433452, -93.434923, -93.434163, -93.430842, -93.432114, -93.431868, -93.428356, -93.425177, -93.427671, -93.427535, -93.431052, -93.429921, -93.427144, -93.425336, -93.425596, -93.429951, 
-93.431305, -93.431453, -93.432138, -93.430171, -93.43101, -93.429579, -93.431502, -93.389661, -93.389561, -93.389503, -93.387022, -93.38542, -93.380218, -93.376006, -93.373942, -93.371506, -93.370512, -93.368941, -93.365454, -93.362916, -93.360962, -93.356666, -93.352804, -93.352602, -93.347038, -93.341487, -93.335091, -93.330592, -93.325063, -93.317061, -93.315784, -93.31555, -93.315445, -93.314137, -93.31318, -93.306866, -93.305382, -93.304628, -93.304848, -93.30319, -93.300391, -93.299779, -93.299777, 
-93.299084, -93.295796, -93.294159, -93.293966, -93.294285, -93.296299, -93.296412, -93.29453, -93.294464, -93.294683, -93.295463, -93.298297, -93.314985, -93.32009, -93.316728, -93.314994, -93.28548, -93.252886, -93.191277, -93.190237, -93.055943, -93.057775, -93.057776, -93.058266, -93.059495, -93.061529, -93.0635, -93.126806, -93.124656, -93.124572, -93.148336, -93.156173, -93.156493, -93.158887, -93.159888, -93.165053, -93.164309, -93.165157, -93.166252, -93.166214, -93.164429, -93.164383, -93.167785, 
-93.169473, -93.172825, -93.173018, -93.174705, -93.174349, -93.176076, -93.174353, -93.178793, -93.178817, -93.178293, -93.181572, -93.18129, -93.183719, -93.184338, -93.185629, -93.186692, -93.184769, -93.186422, -93.186624, -93.187451, -93.191222, -93.194479, -93.194543, -93.193072, -93.19421, -93.195479, -93.198542, -93.199927, -93.201116, -93.203701, -93.204363, -93.205238, -93.205461, -93.20662, -93.206936, -93.209174, -93.210041, -93.212621, -93.214404, -93.217398, -93.221916, -93.22342, -93.222443, 
-93.224256, -93.225444, -93.226434, -93.226981, -93.227821, -93.227823, -93.229818, -93.231287, -93.233556, -93.236747, -93.239508, -93.242146, -93.246999, -93.250491, -93.253502, -93.255427, -93.260631, -93.263393, -93.264977, -93.264849, -93.265846, -93.267856, -93.273917, -93.285265, -93.287826, -93.305132, -93.297338, -93.300334, -93.299217, -93.301881, -93.304972, -93.304249, -93.304956, -93.306579, -93.312023, -93.316418, -93.317069, -93.320482, -93.322233, -93.323107, -93.326628, -93.327302, 
-93.337022, -93.361573, -93.362923, -93.364692, -93.367286, -93.372003, -93.374481, -93.381118, -93.392009, -93.395276, -93.395214, -93.398923, -93.405377, -93.405942, -93.407443, -93.411582, -93.416318, -93.417527, -93.418838, -93.421915, -93.422224, -93.438557, -93.439036, -93.440655, -93.442603, -93.442611, -93.442641, -93.442512, -93.4412, -93.440694, -93.440571, -93.441044, -93.441857, -93.44275, -93.442751, -93.442517, -93.442348, -93.442739, -93.44476, -93.446396, -93.448216, 46.772461, 46.773673, 
46.776083, 46.775461, 46.777601, 46.778658, 46.782181, 46.784984, 46.785532, 46.78679, 46.787024, 46.788781, 46.790759, 46.791095, 46.791943, 46.79438, 46.795134, 46.79451, 46.79479, 46.796318, 46.795944, 46.79598, 46.796282, 46.797833, 46.799286, 46.799919, 46.800074, 46.798959, 46.79939, 46.800909, 46.803785, 46.803982, 46.803259, 46.803443, 46.8044, 46.804926, 46.805526, 46.806129, 46.807331, 46.808234, 46.809107, 46.809617, 46.810476, 46.812808, 46.811804, 46.815175, 46.814952, 46.816114, 46.818268, 
46.817932, 46.818527, 46.823284, 46.823362, 46.824342, 46.826457, 46.826428, 46.825864, 46.826391, 46.829054, 46.829959, 46.830952, 46.832023, 46.833048, 46.833303, 46.835011, 46.836809, 46.838164, 46.841468, 46.842519, 46.844013, 46.845509, 46.848462, 46.849695, 46.849868, 46.851518, 46.852344, 46.853737, 46.854503, 46.85561, 46.855622, 46.856715, 46.857588, 46.857091, 46.85785, 46.861483, 46.862815, 46.863194, 46.864361, 46.867217, 46.869203, 46.869299, 46.876742, 46.930284, 46.928642, 46.928359, 
46.928864, 46.926223, 46.925899, 46.919865, 46.918956, 46.918128, 46.918002, 46.917188, 46.914959, 46.913727, 46.911069, 46.910202, 46.906855, 46.908826, 46.912884, 46.916262, 46.919905, 46.924808, 46.925974, 46.926606, 46.940016, 46.941329, 46.941468, 46.941223, 46.941811, 46.9429, 46.950341, 46.951715, 46.952229, 46.953161, 46.960858, 46.961905, 46.963964, 46.966824, 46.968051, 46.977419, 46.980633, 46.982489, 46.986181, 47.012248, 47.014847, 47.016697, 47.01881, 47.026034, 47.028271, 47.028284, 
47.028224, 47.026999, 47.026412, 47.025194, 47.025205, 47.026415, 46.939668, 46.939585, 46.910601, 46.853022, 46.76655, 46.70887, 46.708857, 46.766238, 46.780427, 46.78112, 46.781056, 46.777048, 46.777075, 46.778392, 46.775656, 46.777105, 46.778457, 46.777718, 46.774683, 46.774287, 46.772848, 46.775035, 46.772975, 46.771879, 46.769896, 46.769977, 46.768504, 46.768931, 46.767368, 46.767222, 46.766685, 46.765412, 46.765181, 46.764017, 46.764437, 46.763254, 46.76293, 46.764287, 46.765035, 46.765861, 
46.766725, 46.77029, 46.768608, 46.767576, 46.766709, 46.765697, 46.765052, 46.7652, 46.766237, 46.766135, 46.765046, 46.764997, 46.763211, 46.763268, 46.765946, 46.766621, 46.76899, 46.768878, 46.770176, 46.769853, 46.771449, 46.770029, 46.769189, 46.768458, 46.766645, 46.766662, 46.766841, 46.766975, 46.769056, 46.770461, 46.771615, 46.772023, 46.771349, 46.769276, 46.766852, 46.762803, 46.760143, 46.757478, 46.753001, 46.751261, 46.75255, 46.752286, 46.752686, 46.753949, 46.756232, 46.759063, 
46.762288, 46.757514, 46.75065, 46.750005, 46.738266, 46.733553, 46.728012, 46.726158, 46.72325, 46.723131, 46.728395, 46.730135, 46.731676, 46.73449, 46.738598, 46.738735, 46.743198, 46.747581, 46.748787, 46.751756, 46.753116, 46.753224, 46.753772, 46.753447, 46.751815, 46.752634, 46.752817, 46.751962, 46.751261, 46.746602, 46.746501, 46.742812, 46.740332, 46.738506, 46.736928, 46.735921, 46.736175, 46.734992, 46.734202, 46.732115, 46.731051, 46.725286, 46.724849, 46.726969, 46.72665, 46.727141, 
46.727372, 46.728273, 46.728529, 46.729558, 46.730087, 46.730732, 46.731286, 46.73181, 46.732242, 46.734041, 46.73627, 46.762893, 46.763697, 46.767855, 46.772105, 46.772461)))"
270017701002,31,"list(list(c(-93.571133, -93.571958, -93.571269, -93.569602, -93.569609, -93.568576, -93.567427, -93.566202, -93.564562, -93.562885, -93.561129, -93.559061, -93.554138, -93.552055, -93.547979, -93.545253, -93.544522, -93.546393, -93.545785, -93.54523, -93.544108, -93.542621, -93.540601, -93.539595, -93.539173, -93.538494, -93.531811, -93.500184, -93.485899, -93.485102, -93.484794, -93.484792, -93.484641, -93.481835, -93.481076, -93.463699, -93.463657, -93.462761, -93.442669, -93.442552, -93.442344, 
-93.438557, -93.422224, -93.421915, -93.418838, -93.417527, -93.416318, -93.411582, -93.407443, -93.405942, -93.405377, -93.398923, -93.395214, -93.395276, -93.392009, -93.381118, -93.374481, -93.372003, -93.367286, -93.364692, -93.362923, -93.361573, -93.337022, -93.327302, -93.326628, -93.323107, -93.322233, -93.320482, -93.317069, -93.316418, -93.312023, -93.306579, -93.304956, -93.304249, -93.304972, -93.308156, -93.310402, -93.310019, -93.313113, -93.31319, -93.312149, -93.313348, -93.307089, 
-93.307247, -93.306843, -93.308405, -93.315312, -93.316661, -93.316927, -93.317013, -93.317386, -93.317299, -93.317269, -93.317108, -93.317114, -93.318056, -93.325045, -93.326431, -93.395019, -93.398069, -93.407443, -93.410534, -93.414283, -93.416395, -93.443251, -93.464895, -93.519689, -93.526877, -93.538657, -93.547017, -93.570089, -93.569962, -93.569354, -93.574756, -93.571133, 46.681153, 46.681719, 46.681842, 46.681993, 46.681698, 46.681703, 46.680264, 46.679519, 46.679296, 46.679477, 46.680179, 
46.681735, 46.687804, 46.687092, 46.688793, 46.688738, 46.68646, 46.683546, 46.681734, 46.681257, 46.680863, 46.680589, 46.680731, 46.68121, 46.681591, 46.68177, 46.681507, 46.681406, 46.681448, 46.681428, 46.681751, 46.702601, 46.703313, 46.705452, 46.706722, 46.707279, 46.709831, 46.710405, 46.71058, 46.724361, 46.724676, 46.724849, 46.725286, 46.731051, 46.732115, 46.734202, 46.734992, 46.736175, 46.735921, 46.736928, 46.738506, 46.740332, 46.742812, 46.746501, 46.746602, 46.751261, 46.751962, 
46.752817, 46.752634, 46.751815, 46.753447, 46.753772, 46.753224, 46.753116, 46.751756, 46.748787, 46.747581, 46.743198, 46.738735, 46.738598, 46.73449, 46.731676, 46.730135, 46.728395, 46.723131, 46.722018, 46.722276, 46.720869, 46.716181, 46.714583, 46.712845, 46.709371, 46.709916, 46.708182, 46.696881, 46.69386, 46.688659, 46.686279, 46.680991, 46.672608, 46.666512, 46.629015, 46.623108, 46.611722, 46.6102, 46.610162, 46.608689, 46.608652, 46.608719, 46.6084, 46.606905, 46.60729, 46.608458, 46.608657, 
46.608882, 46.608937, 46.60909, 46.608279, 46.610187, 46.609223, 46.609181, 46.636503, 46.675828, 46.679063, 46.681153)))"
270017701003,36,"list(list(c(-93.707814, -93.708051, -93.707069, -93.704659, -93.691236, -93.689731, -93.688374, -93.687526, -93.686746, -93.6865, -93.686563, -93.676014, -93.675647, -93.612219, -93.607938, -93.604847, -93.600797, -93.593001, -93.590134, -93.587225, -93.585686, -93.586773, -93.591689, -93.592437, -93.592576, -93.590026, -93.58785, -93.581295, -93.579125, -93.576446, -93.573419, -93.571269, -93.571958, -93.571133, -93.574756, -93.569354, -93.569962, -93.570089, -93.547017, -93.538657, -93.526877, 
-93.519689, -93.464895, -93.443251, -93.416395, -93.414283, -93.410534, -93.407443, -93.398069, -93.395019, -93.395473, -93.400519, -93.403057, -93.406142, -93.406544, -93.411789, -93.413296, -93.413987, -93.415288, -93.416253, -93.415723, -93.416241, -93.415143, -93.416565, -93.416797, -93.422007, -93.422125, -93.425122, -93.423553, -93.428859, -93.430698, -93.432733, -93.433297, -93.435131, -93.436088, -93.440914, -93.441607, -93.44063, -93.441897, -93.443723, -93.447556, -93.447125, -93.448629, 
-93.451314, -93.453934, -93.45617, -93.455952, -93.457189, -93.45647, -93.458718, -93.457696, -93.456833, -93.45832, -93.459965, -93.460483, -93.458802, -93.45834, -93.457052, -93.4559, -93.457574, -93.460868, -93.463594, -93.462336, -93.463197, -93.468723, -93.469739, -93.473081, -93.474565, -93.477402, -93.480223, -93.482529, -93.485406, -93.494566, -93.49687, -93.51751, -93.519545, -93.525138, -93.52636, -93.53724, -93.539423, -93.547924, -93.548862, -93.558902, -93.562815, -93.564543, -93.635064, 
-93.640993, -93.644617, -93.646936, -93.652319, -93.659176, -93.659551, -93.664694, -93.666106, -93.662288, -93.653001, -93.655189, -93.658769, -93.663096, -93.665241, -93.665175, -93.668746, -93.672111, -93.680375, -93.686523, -93.689796, -93.691967, -93.692136, -93.693572, -93.695301, -93.696593, -93.695427, -93.695869, -93.69794, -93.699889, -93.70137, -93.70188, -93.703378, -93.705748, -93.706703, -93.705611, -93.707467, -93.707696, -93.707201, -93.708061, -93.707814, 46.574827, 46.576911, 46.576429, 
46.576826, 46.576618, 46.576836, 46.577557, 46.578872, 46.594491, 46.596458, 46.638493, 46.639052, 46.667539, 46.667429, 46.674301, 46.674363, 46.678158, 46.681218, 46.681818, 46.681808, 46.67989, 46.677752, 46.675031, 46.67412, 46.670942, 46.672883, 46.676234, 46.679609, 46.681794, 46.683397, 46.683095, 46.681842, 46.681719, 46.681153, 46.679063, 46.675828, 46.636503, 46.609181, 46.609223, 46.610187, 46.608279, 46.60909, 46.608937, 46.608882, 46.608657, 46.608458, 46.60729, 46.606905, 46.6084, 46.608719, 
46.606373, 46.603689, 46.600065, 46.594429, 46.594315, 46.594286, 46.593019, 46.590391, 46.589626, 46.587865, 46.576613, 46.571021, 46.569355, 46.568234, 46.566337, 46.562956, 46.552433, 46.551772, 46.54947, 46.551135, 46.551303, 46.552891, 46.55405, 46.552452, 46.554652, 46.554, 46.55312, 46.551607, 46.551568, 46.552937, 46.553662, 46.552044, 46.550602, 46.549293, 46.548813, 46.546942, 46.545472, 46.5439, 46.542517, 46.540437, 46.53949, 46.536801, 46.53453, 46.533883, 46.531357, 46.529609, 46.52624, 
46.525944, 46.523092, 46.522324, 46.519465, 46.518775, 46.517791, 46.516598, 46.514448, 46.513202, 46.51146, 46.509821, 46.505478, 46.505491, 46.505608, 46.505469, 46.503295, 46.503093, 46.50342, 46.503808, 46.505603, 46.505677, 46.505679, 46.507665, 46.510478, 46.510965, 46.518314, 46.519946, 46.520096, 46.519403, 46.520681, 46.520847, 46.520523, 46.519144, 46.51898, 46.530011, 46.529902, 46.533292, 46.535518, 46.545313, 46.546069, 46.548391, 46.549508, 46.549369, 46.548189, 46.548115, 46.547434, 
46.548285, 46.547572, 46.545778, 46.546425, 46.544939, 46.544858, 46.546309, 46.545983, 46.543708, 46.542539, 46.541959, 46.54253, 46.543987, 46.546379, 46.547363, 46.546954, 46.544884, 46.541691, 46.540335, 46.545117, 46.548692, 46.562612, 46.574827)))"
270017702001,12,"list(list(c(-93.777542, -93.776024, -93.775516, -93.775077, -93.774866, -93.775466, -93.775257, -93.750232, -93.699201, -93.675907, -93.653395, -93.652635, -93.650291, -93.647033, -93.647547, -93.645692, -93.646772, -93.645635, -93.641591, -93.642724, -93.643192, -93.644143, -93.64374, -93.642153, -93.641346, -93.637239, -93.635893, -93.633383, -93.633228, -93.630973, -93.628838, -93.627333, -93.6248, -93.623367, -93.623058, -93.620466, -93.621882, -93.621693, -93.619034, -93.619565, -93.615814, 
-93.614253, -93.610885, -93.606809, -93.602819, -93.602815, -93.596021, -93.596035, -93.595247, -93.59513, -93.59342, -93.593228, -93.591169, -93.589725, -93.585219, -93.576218, -93.575227, -93.571802, -93.571789, -93.57057, -93.571416, -93.44392, -93.38009, -93.32009, -93.314985, -93.298297, -93.295463, -93.294683, -93.294464, -93.29453, -93.296412, -93.296299, -93.294285, -93.293966, -93.294159, -93.295796, -93.299084, -93.299777, -93.299779, -93.300391, -93.30319, -93.304848, -93.304628, -93.305382, 
-93.306866, -93.31318, -93.314137, -93.315445, -93.31555, -93.315784, -93.317061, -93.325063, -93.330592, -93.335091, -93.341487, -93.347038, -93.352602, -93.352804, -93.356666, -93.360962, -93.362916, -93.365454, -93.368941, -93.370512, -93.371506, -93.373942, -93.376006, -93.380218, -93.38542, -93.387022, -93.389503, -93.389561, -93.389661, -93.431502, -93.429579, -93.43101, -93.430171, -93.432138, -93.431453, -93.431305, -93.429951, -93.425596, -93.425336, -93.427144, -93.429921, -93.431052, -93.427535, 
-93.427671, -93.425177, -93.428356, -93.431868, -93.432114, -93.430842, -93.434163, -93.434923, -93.433452, -93.431147, -93.429258, -93.429591, -93.427219, -93.430811, -93.432961, -93.432751, -93.430761, -93.430796, -93.432479, -93.436321, -93.437112, -93.440412, -93.439952, -93.438425, -93.436209, -93.438236, -93.436736, -93.434938, -93.433274, -93.433496, -93.436196, -93.437727, -93.439828, -93.441761, -93.441301, -93.443312, -93.444179, -93.444628, -93.445528, -93.445622, -93.445351, -93.444456, 
-93.444029, -93.443165, -93.442158, -93.441267, -93.441175, -93.440229, -93.440792, -93.443071, -93.443737, -93.444278, -93.444463, -93.444896, -93.444709, -93.444247, -93.443007, -93.440866, -93.437809, -93.436526, -93.435077, -93.433935, -93.434368, -93.437073, -93.439599, -93.438449, -93.435823, -93.435447, -93.437566, -93.434747, -93.438646, -93.442943, -93.442895, -93.446325, -93.446186, -93.448216, -93.446396, -93.44476, -93.442739, -93.442348, -93.442517, -93.442751, -93.446411, -93.449119, 
-93.451276, -93.452906, -93.455999, -93.45822, -93.458949, -93.460724, -93.461461, -93.463918, -93.469061, -93.472944, -93.475076, -93.479032, -93.479225, -93.476902, -93.479771, -93.47861, -93.48116, -93.482303, -93.48303, -93.487086, -93.487483, -93.489963, -93.491797, -93.491073, -93.488876, -93.490902, -93.492887, -93.492811, -93.493421, -93.495405, -93.494088, -93.495627, -93.496912, -93.499958, -93.498738, -93.501966, -93.505203, -93.505595, -93.508002, -93.509708, -93.511719, -93.512361, -93.510351, 
-93.511494, -93.513882, -93.515748, -93.5181, -93.519548, -93.523411, -93.523856, -93.52338, -93.5187, -93.527112, -93.526938, -93.527196, -93.528052, -93.531264, -93.532332, -93.532258, -93.530776, -93.531378, -93.537824, -93.559532, -93.56696, -93.571117, -93.571103, -93.592237, -93.609764, -93.610273, -93.614097, -93.613907, -93.655226, -93.656263, -93.674774, -93.676803, -93.676438, -93.675413, -93.675357, -93.674437, -93.675199, -93.675025, -93.672433, -93.671784, -93.672687, -93.674305, -93.674917, 
-93.674907, -93.685072, -93.698142, -93.719093, -93.720791, -93.723546, -93.725968, -93.728154, -93.732817, -93.739759, -93.742512, -93.744711, -93.74588, -93.749038, -93.751403, -93.752519, -93.757905, -93.764235, -93.765462, -93.763701, -93.764448, -93.764978, -93.767998, -93.76674, -93.766825, -93.769113, -93.771258, -93.773153, -93.773361, -93.775067, -93.77728, -93.77702, -93.777542, 46.749958, 46.802891, 46.856367, 46.889377, 46.975726, 47.021773, 47.030418, 47.030003, 47.02955, 47.02905, 47.028978, 
47.02706, 47.026062, 47.026788, 47.025953, 47.024827, 47.023888, 47.022235, 47.018655, 47.01716, 47.013535, 47.013099, 47.010627, 47.010604, 47.009412, 47.009419, 47.010033, 47.008929, 47.007701, 47.006397, 47.006448, 47.005419, 47.005062, 47.003818, 47.00075, 46.998863, 46.998358, 46.996714, 46.995061, 46.994155, 46.99172, 46.989933, 46.989152, 46.986557, 46.986553, 46.985651, 46.985669, 46.986086, 46.986151, 46.986517, 46.986618, 46.987622, 46.987732, 46.987596, 46.985034, 46.984135, 46.982276, 
46.980116, 46.985188, 47.007986, 47.029457, 47.02843, 47.02824, 47.028271, 47.026034, 47.01881, 47.016697, 47.014847, 47.012248, 46.986181, 46.982489, 46.980633, 46.977419, 46.968051, 46.966824, 46.963964, 46.961905, 46.960858, 46.953161, 46.952229, 46.951715, 46.950341, 46.9429, 46.941811, 46.941223, 46.941468, 46.941329, 46.940016, 46.926606, 46.925974, 46.924808, 46.919905, 46.916262, 46.912884, 46.908826, 46.906855, 46.910202, 46.911069, 46.913727, 46.914959, 46.917188, 46.918002, 46.918128, 
46.918956, 46.919865, 46.925899, 46.926223, 46.928864, 46.928359, 46.928642, 46.930284, 46.876742, 46.869299, 46.869203, 46.867217, 46.864361, 46.863194, 46.862815, 46.861483, 46.85785, 46.857091, 46.857588, 46.856715, 46.855622, 46.85561, 46.854503, 46.853737, 46.852344, 46.851518, 46.849868, 46.849695, 46.848462, 46.845509, 46.844013, 46.842519, 46.841468, 46.838164, 46.836809, 46.835011, 46.833303, 46.833048, 46.832023, 46.830952, 46.829959, 46.829054, 46.826391, 46.825864, 46.826428, 46.826457, 
46.824342, 46.823362, 46.823284, 46.818527, 46.817932, 46.818268, 46.816114, 46.814952, 46.815175, 46.811804, 46.812808, 46.810476, 46.809617, 46.809107, 46.808234, 46.807331, 46.806129, 46.805526, 46.804926, 46.8044, 46.803443, 46.803259, 46.803982, 46.803785, 46.800909, 46.79939, 46.798959, 46.800074, 46.799919, 46.799286, 46.797833, 46.796282, 46.79598, 46.795944, 46.796318, 46.79479, 46.79451, 46.795134, 46.79438, 46.791943, 46.791095, 46.790759, 46.788781, 46.787024, 46.78679, 46.785532, 46.784984, 
46.782181, 46.778658, 46.777601, 46.775461, 46.776083, 46.773673, 46.772461, 46.772105, 46.767855, 46.763697, 46.762893, 46.73627, 46.734041, 46.733329, 46.731491, 46.731993, 46.733879, 46.735312, 46.735587, 46.736809, 46.737033, 46.738271, 46.737721, 46.7378, 46.738414, 46.740386, 46.73949, 46.738301, 46.737149, 46.736431, 46.734626, 46.734223, 46.732992, 46.735142, 46.734269, 46.735743, 46.735948, 46.734983, 46.733303, 46.732069, 46.730481, 46.73025, 46.733902, 46.73414, 46.732574, 46.729995, 46.728773, 
46.730702, 46.728907, 46.726412, 46.727404, 46.727207, 46.725577, 46.723593, 46.723981, 46.722456, 46.723027, 46.724909, 46.725267, 46.727811, 46.735413, 46.738337, 46.74152, 46.74311, 46.746511, 46.748024, 46.754395, 46.754422, 46.758421, 46.767424, 46.76825, 46.77068, 46.772515, 46.776291, 46.778577, 46.780154, 46.782911, 46.782892, 46.783209, 46.786804, 46.797687, 46.797892, 46.797229, 46.79801, 46.79876, 46.789766, 46.789195, 46.796012, 46.798013, 46.783171, 46.770191, 46.753839, 46.747969, 46.746439, 
46.744678, 46.742186, 46.74075, 46.739806, 46.738332, 46.737624, 46.736372, 46.725463, 46.725252, 46.725356, 46.72518, 46.725318, 46.726692, 46.727334, 46.727031, 46.72537, 46.725434, 46.724389, 46.725025, 46.72399, 46.72463, 46.723944, 46.725415, 46.726988, 46.726602, 46.725645, 46.725014, 46.723758, 46.723296, 46.724293, 46.723197, 46.721951, 46.723255, 46.722742, 46.723557, 46.72446, 46.72515, 46.724894, 46.749007, 46.749958)))"
270017702002,19,"list(list(c(-93.778278, -93.777415, -93.77728, -93.775067, -93.773361, -93.773153, -93.771258, -93.769113, -93.766825, -93.76674, -93.767998, -93.764978, -93.764448, -93.763701, -93.765462, -93.764235, -93.757905, -93.752519, -93.751403, -93.749038, -93.74588, -93.744711, -93.742512, -93.739759, -93.732817, -93.728154, -93.725968, -93.723546, -93.720791, -93.719093, -93.698142, -93.685072, -93.674907, -93.674917, -93.674305, -93.672687, -93.671784, -93.672433, -93.675025, -93.675199, -93.674437, 
-93.675357, -93.675413, -93.676438, -93.676803, -93.674774, -93.656263, -93.655226, -93.613907, -93.614097, -93.610273, -93.609764, -93.592237, -93.571103, -93.571117, -93.56696, -93.559532, -93.537824, -93.531378, -93.530776, -93.532258, -93.532332, -93.531264, -93.528052, -93.527196, -93.526938, -93.527112, -93.5187, -93.52338, -93.523856, -93.523411, -93.519548, -93.5181, -93.515748, -93.513882, -93.511494, -93.510351, -93.512361, -93.511719, -93.509708, -93.508002, -93.505595, -93.505203, -93.501966, 
-93.498738, -93.499958, -93.496912, -93.495627, -93.494088, -93.495405, -93.493421, -93.492811, -93.492887, -93.490902, -93.488876, -93.491073, -93.491797, -93.489963, -93.487483, -93.487086, -93.48303, -93.482303, -93.48116, -93.47861, -93.479771, -93.476902, -93.479225, -93.479032, -93.475076, -93.472944, -93.469061, -93.463918, -93.461461, -93.460724, -93.458949, -93.45822, -93.455999, -93.452906, -93.451276, -93.449119, -93.446411, -93.442751, -93.44275, -93.441857, -93.441044, -93.440571, -93.440694, 
-93.4412, -93.442512, -93.442641, -93.442611, -93.442603, -93.440655, -93.439036, -93.438557, -93.442344, -93.442552, -93.442669, -93.462761, -93.463657, -93.463699, -93.481076, -93.481835, -93.484641, -93.484792, -93.484794, -93.485102, -93.485899, -93.500184, -93.531811, -93.538494, -93.539173, -93.539595, -93.540601, -93.542621, -93.544108, -93.54523, -93.545785, -93.546393, -93.544522, -93.545253, -93.547979, -93.552055, -93.554138, -93.559061, -93.561129, -93.562885, -93.564562, -93.566202, 
-93.567427, -93.568576, -93.569609, -93.569602, -93.571269, -93.573419, -93.576446, -93.579125, -93.581295, -93.58785, -93.590026, -93.592576, -93.592437, -93.591689, -93.586773, -93.585686, -93.587225, -93.590134, -93.593001, -93.600797, -93.604847, -93.607938, -93.612219, -93.675647, -93.676014, -93.686563, -93.6865, -93.686746, -93.687526, -93.688374, -93.689731, -93.691236, -93.704659, -93.707069, -93.708051, -93.757559, -93.759719, -93.760654, -93.760875, -93.760871, -93.764266, -93.767839, 
-93.774016, -93.777971, -93.777988, -93.778278, 46.629756, 46.716384, 46.724894, 46.72515, 46.72446, 46.723557, 46.722742, 46.723255, 46.721951, 46.723197, 46.724293, 46.723296, 46.723758, 46.725014, 46.725645, 46.726602, 46.726988, 46.725415, 46.723944, 46.72463, 46.72399, 46.725025, 46.724389, 46.725434, 46.72537, 46.727031, 46.727334, 46.726692, 46.725318, 46.72518, 46.725356, 46.725252, 46.725463, 46.736372, 46.737624, 46.738332, 46.739806, 46.74075, 46.742186, 46.744678, 46.746439, 46.747969, 
46.753839, 46.770191, 46.783171, 46.798013, 46.796012, 46.789195, 46.789766, 46.79876, 46.79801, 46.797229, 46.797892, 46.797687, 46.786804, 46.783209, 46.782892, 46.782911, 46.780154, 46.778577, 46.776291, 46.772515, 46.77068, 46.76825, 46.767424, 46.758421, 46.754422, 46.754395, 46.748024, 46.746511, 46.74311, 46.74152, 46.738337, 46.735413, 46.727811, 46.725267, 46.724909, 46.723027, 46.722456, 46.723981, 46.723593, 46.725577, 46.727207, 46.727404, 46.726412, 46.728907, 46.730702, 46.728773, 46.729995, 
46.732574, 46.73414, 46.733902, 46.73025, 46.730481, 46.732069, 46.733303, 46.734983, 46.735948, 46.735743, 46.734269, 46.735142, 46.732992, 46.734223, 46.734626, 46.736431, 46.737149, 46.738301, 46.73949, 46.740386, 46.738414, 46.7378, 46.737721, 46.738271, 46.737033, 46.736809, 46.735587, 46.735312, 46.733879, 46.731993, 46.731491, 46.733329, 46.734041, 46.732242, 46.73181, 46.731286, 46.730732, 46.730087, 46.729558, 46.728529, 46.728273, 46.727372, 46.727141, 46.72665, 46.726969, 46.724849, 46.724676, 
46.724361, 46.71058, 46.710405, 46.709831, 46.707279, 46.706722, 46.705452, 46.703313, 46.702601, 46.681751, 46.681428, 46.681448, 46.681406, 46.681507, 46.68177, 46.681591, 46.68121, 46.680731, 46.680589, 46.680863, 46.681257, 46.681734, 46.683546, 46.68646, 46.688738, 46.688793, 46.687092, 46.687804, 46.681735, 46.680179, 46.679477, 46.679296, 46.679519, 46.680264, 46.681703, 46.681698, 46.681993, 46.681842, 46.683095, 46.683397, 46.681794, 46.679609, 46.676234, 46.672883, 46.670942, 46.67412, 
46.675031, 46.677752, 46.67989, 46.681808, 46.681818, 46.681218, 46.678158, 46.674363, 46.674301, 46.667429, 46.667539, 46.639052, 46.638493, 46.596458, 46.594491, 46.578872, 46.577557, 46.576836, 46.576618, 46.576826, 46.576429, 46.576911, 46.577162, 46.578058, 46.580043, 46.594987, 46.595786, 46.595719, 46.594924, 46.593616, 46.593254, 46.594932, 46.629756)))"
